# === Top 10 强势行业 (588 行业指数 vs 大盘) ===
industry_code,industry_name,ret,alpha_vs_idx
881289.SH,航天装备,0.7990520118179689,0.7756275662274583
881115.SH,林业,0.23253007522327507,0.20910562963276447
881291.SH,军工电子,0.22625698324022347,0.20283253764971287
881198.SH,家电零部件,0.2030089655628582,0.1795845199723476
881019.SH,化纤,0.16938954415046226,0.14596509855995166
881094.SH,玻璃玻纤,0.1505384236298246,0.127113978039314
881338.SH,通信设备,0.14172776844706525,0.11830332285655465
881261.SH,电机制造,0.14041589932473908,0.11699145373422848
881071.SH,工业金属,0.13301174203065513,0.10958729644014453
881078.SH,能源金属,0.11692979983084295,0.09350535424033235

# === Top 10 行业 全部成分股 (α vs 大盘) ===
industry_code,industry_name,industry_ret,stock,stock_ret,alpha_vs_idx,alpha_vs_industry
881338.SH,通信设备,0.14172776844706525,300711.SZ,0.047833935018050555,0.024409489427539954,-0.0938938334290147
881071.SH,工业金属,0.13301174203065513,601677.SH,0.04670912951167727,0.02328468392116667,-0.08630261251897786
881338.SH,通信设备,0.14172776844706525,300620.SZ,0.04669371485514984,0.023269269264639236,-0.09503405359191541
881078.SH,能源金属,0.11692979983084295,002192.SZ,0.04608853850818684,0.022664092917676237,-0.07084126132265611
881291.SH,军工电子,0.22625698324022347,301592.SZ,0.044623012480765833,0.021198566890255233,-0.18163397075945764
881019.SH,化纤,0.16938954415046226,600810.SH,0.04413472706155641,0.02071028147104581,-0.12525481708890585
881291.SH,军工电子,0.22625698324022347,300397.SZ,0.040000000000000036,0.016575554409489435,-0.18625698324022344
881338.SH,通信设备,0.14172776844706525,688080.SH,0.039094650205761194,0.015670204615250594,-0.10263311824130406
881338.SH,通信设备,0.14172776844706525,603042.SH,0.03792048929663583,0.014496043706125228,-0.10380727915042942
881261.SH,电机制造,0.14041589932473908,002823.SZ,0.03546099290780136,0.012036547317290758,-0.10495490641693772
881071.SH,工业金属,0.13301174203065513,600888.SH,0.03539823008849541,0.011973784497984807,-0.09761351194215973
881198.SH,家电零部件,0.2030089655628582,600619.SH,0.035328753680078595,0.011904308089567994,-0.1676802118827796
881071.SH,工业金属,0.13301174203065513,603527.SH,0.034514925373134275,0.011090479782623675,-0.09849681665752086
881338.SH,通信设备,0.14172776844706525,300504.SZ,0.03402777777777777,0.010603332187267167,-0.10769999066928748
881019.SH,化纤,0.16938954415046226,603382.SH,0.03366463610131465,0.010240190510804048,-0.1357249080491476
881261.SH,电机制造,0.14041589932473908,002576.SZ,0.03264094955489605,0.009216503964385447,-0.10777494976984303
881261.SH,电机制造,0.14041589932473908,603109.SH,0.03242594075260197,0.009001495162091366,-0.10798995857213711
881261.SH,电机制造,0.14041589932473908,603370.SH,0.03208206023570481,0.008657614645194212,-0.10833383908903427
881291.SH,军工电子,0.22625698324022347,688522.SH,0.03178294573643403,0.008358500145923431,-0.19447403750378944
881071.SH,工业金属,0.13301174203065513,002824.SZ,0.031366294524189264,0.007941848933678664,-0.10164544750646587
881071.SH,工业金属,0.13301174203065513,605208.SH,0.031131359149582316,0.007706913559071715,-0.10188038288107282
881094.SH,玻璃玻纤,0.1505384236298246,301188.SZ,0.02683780630105015,0.003413360710539548,-0.12370061732877446
881019.SH,化纤,0.16938954415046226,002206.SZ,0.02631578947368407,0.0028913438831734695,-0.1430737546767782
881071.SH,工业金属,0.13301174203065513,600531.SH,0.026200873362445476,0.002776427771934875,-0.10681086866820966
881261.SH,电机制造,0.14041589932473908,603350.SH,0.026131465517241548,0.002707019926730947,-0.11428443380749753
881338.SH,通信设备,0.14172776844706525,300205.SZ,0.025641025641025772,0.002216580050515171,-0.11608674280603948
881291.SH,军工电子,0.22625698324022347,300123.SZ,0.025316455696202445,0.0018920101056918437,-0.20094052754402103
881071.SH,工业金属,0.13301174203065513,000751.SZ,0.025062656641603898,0.0016382110510932968,-0.10794908538905124
881078.SH,能源金属,0.11692979983084295,000762.SZ,0.02457098283931347,0.0011465372488028702,-0.09235881699152948
881071.SH,工业金属,0.13301174203065513,600768.SH,0.023391812865497075,-3.26327250135261e-05,-0.10961992916515806
881078.SH,能源金属,0.11692979983084295,002176.SZ,0.02310924369747913,-0.0003152018930314693,-0.09382055613336382
881338.SH,通信设备,0.14172776844706525,000586.SZ,0.021903323262839836,-0.0015211223276707653,-0.11982444518422541
881338.SH,通信设备,0.14172776844706525,300353.SZ,0.021575514300050225,-0.001848931290460376,-0.12015225414701503
881338.SH,通信设备,0.14172776844706525,688618.SH,0.019502868068833612,-0.003921577521676989,-0.12222490037823164
881338.SH,通信设备,0.14172776844706525,300590.SZ,0.019292604501607746,-0.0041318410889028545,-0.1224351639454575
881291.SH,军工电子,0.22625698324022347,302132.SZ,0.01896040242486774,-0.004464043165642861,-0.20729658081535574
881338.SH,通信设备,0.14172776844706525,603118.SH,0.017699115044247815,-0.005725330546262786,-0.12402865340281743
881071.SH,工业金属,0.13301174203065513,601388.SH,0.016891891891891886,-0.006532553698618715,-0.11611985013876325
881198.SH,家电零部件,0.2030089655628582,002011.SZ,0.01602564102564097,-0.007398804564869632,-0.18698332453721722
881291.SH,军工电子,0.22625698324022347,300474.SZ,0.009693734194998527,-0.013730711395512074,-0.21656324904522495
881261.SH,电机制造,0.14041589932473908,603320.SH,0.008999470619375227,-0.014424974971135374,-0.13141642870536385
881261.SH,电机制造,0.14041589932473908,300907.SZ,0.007472826086956541,-0.01595161950355406,-0.13294307323778254
881071.SH,工业金属,0.13301174203065513,920634.BJ,0.006229235880398809,-0.017195209710111792,-0.12678250615025632
881094.SH,玻璃玻纤,0.1505384236298246,605006.SH,0.005509641873278293,-0.017914803717232308,-0.14502878175654632
881338.SH,通信设备,0.14172776844706525,002161.SZ,0.005502063273727709,-0.017922382316782892,-0.13622570517333754
881019.SH,化纤,0.16938954415046226,000677.SZ,0.004576659038901587,-0.018847786551609014,-0.16481288511156067
881338.SH,通信设备,0.14172776844706525,300555.SZ,0.003422313483915085,-0.020002132106595516,-0.13830545496315017
881198.SH,家电零部件,0.2030089655628582,920768.BJ,0.0024958402662229595,-0.02092860532428764,-0.20051312529663523
881338.SH,通信设备,0.14172776844706525,603803.SH,0.0009025270758122872,-0.022521918514698314,-0.14082524137125296
881338.SH,通信设备,0.14172776844706525,300134.SZ,0.0008006405124099114,-0.02262380507810069,-0.14092712793465534
881198.SH,家电零部件,0.2030089655628582,601956.SH,0.0,-0.0234244455905106,-0.2030089655628582
881115.SH,林业,0.23253007522327507,600265.SH,-0.0009945300845349836,-0.024418975675045584,-0.23352460530781005
881094.SH,玻璃玻纤,0.1505384236298246,600819.SH,-0.0012360939431396156,-0.024660539533650216,-0.15177451757296423
881071.SH,工业金属,0.13301174203065513,003038.SZ,-0.0012642225031604948,-0.024688668093671096,-0.13427596453381563
881198.SH,家电零部件,0.2030089655628582,301008.SZ,-0.0014471780028942893,-0.02487162359340489,-0.20445614356575248
881338.SH,通信设备,0.14172776844706525,301191.SZ,-0.0014858841010402246,-0.024910329691550825,-0.14321365254810547
881019.SH,化纤,0.16938954415046226,601113.SH,-0.004255319148936287,-0.027679764739446888,-0.17364486329939854
881338.SH,通信设备,0.14172776844706525,920374.BJ,-0.004510045100450943,-0.027934490690961544,-0.1462378135475162
881338.SH,通信设备,0.14172776844706525,300565.SZ,-0.0047355958958169575,-0.02816004148632756,-0.1464633643428822
881094.SH,玻璃玻纤,0.1505384236298246,600876.SH,-0.006048387096774244,-0.029472832687284845,-0.15658681072659886
881261.SH,电机制造,0.14041589932473908,301502.SZ,-0.008213096559378408,-0.03163754214988901,-0.1486289958841175
881094.SH,玻璃玻纤,0.1505384236298246,600293.SH,-0.009433962264151052,-0.03285840785466165,-0.15997238589397567
881261.SH,电机制造,0.14041589932473908,002249.SZ,-0.010889292196007205,-0.034313737786517806,-0.15130519152074628
881291.SH,军工电子,0.22625698324022347,301302.SZ,-0.012095032397408056,-0.03551947798791866,-0.23835201563763153
881198.SH,家电零部件,0.2030089655628582,920699.BJ,-0.015031315240083498,-0.0384557608305941,-0.2180402808029417
881338.SH,通信设备,0.14172776844706525,300211.SZ,-0.015116279069767313,-0.038540724660277914,-0.15684404751683256
881071.SH,工业金属,0.13301174203065513,000426.SZ,-0.015486725663716672,-0.03891117125422727,-0.1484984676943718
881094.SH,玻璃玻纤,0.1505384236298246,600586.SH,-0.01573426573426573,-0.03915871132477633,-0.16627268936409034
881019.SH,化纤,0.16938954415046226,600409.SH,-0.015898251192368762,-0.03932269678287936,-0.18528779534283102
881071.SH,工业金属,0.13301174203065513,002996.SZ,-0.01945525291828798,-0.04287969850879858,-0.1524669949489431
881019.SH,化纤,0.16938954415046226,605166.SH,-0.01984877126654072,-0.04327321685705132,-0.18923831541700298
881261.SH,电机制造,0.14041589932473908,603489.SH,-0.021126760563380254,-0.044551206153890854,-0.16154265988811933
881338.SH,通信设备,0.14172776844706525,300689.SZ,-0.021549847627339913,-0.044974293217850514,-0.16327761607440516
881019.SH,化纤,0.16938954415046226,603406.SH,-0.02327813774898002,-0.04670258333949062,-0.19266768189944228
881071.SH,工业金属,0.13301174203065513,300057.SZ,-0.02568493150684925,-0.04910937709735985,-0.15869667353750438
881198.SH,家电零部件,0.2030089655628582,000404.SZ,-0.025899280575539696,-0.0493237261660503,-0.2289082461383979
881198.SH,家电零部件,0.2030089655628582,300217.SZ,-0.026315789473684292,-0.04974023506419489,-0.22932475503654248
881338.SH,通信设备,0.14172776844706525,002583.SZ,-0.027491408934707917,-0.05091585452521852,-0.16921917738177317
881198.SH,家电零部件,0.2030089655628582,603075.SH,-0.029333333333333322,-0.05275777892384392,-0.2323422988961915
881338.SH,通信设备,0.14172776844706525,300183.SZ,-0.03008502289077819,-0.05350946848128879,-0.17181279133784344
881291.SH,军工电子,0.22625698324022347,688132.SH,-0.03307086614173227,-0.05649531173224287,-0.25932784938195574
881071.SH,工业金属,0.13301174203065513,002160.SZ,-0.03525046382189234,-0.05867490941240294,-0.16826220585254748
881019.SH,化纤,0.16938954415046226,002998.SZ,-0.03821656050955413,-0.06164100610006473,-0.2076061046600164
881291.SH,军工电子,0.22625698324022347,603712.SH,-0.03931544865864944,-0.06273989424916004,-0.2655724318988729
881071.SH,工业金属,0.13301174203065513,600615.SH,-0.03951890034364269,-0.0629433459341533,-0.17253064237429783
881094.SH,玻璃玻纤,0.1505384236298246,601636.SH,-0.04045307443365698,-0.06387752002416758,-0.1909914980634816
881338.SH,通信设备,0.14172776844706525,300615.SZ,-0.04115523465703974,-0.06457968024755034,-0.182883003104105
881198.SH,家电零部件,0.2030089655628582,920108.BJ,-0.04133998574483255,-0.06476443133534315,-0.24434895130769074
881071.SH,工业金属,0.13301174203065513,603937.SH,-0.042332268370606996,-0.0657567139611176,-0.17534401040126213
881261.SH,电机制造,0.14041589932473908,603988.SH,-0.04293028751476957,-0.06635473310528017,-0.18334618683950865
881198.SH,家电零部件,0.2030089655628582,300160.SZ,-0.04393673110720564,-0.06736117669771624,-0.24694569667006383
881071.SH,工业金属,0.13301174203065513,002540.SZ,-0.04453441295546556,-0.06795885854597616,-0.1775461549861207
881071.SH,工业金属,0.13301174203065513,002578.SZ,-0.044680851063829796,-0.0681052966543404,-0.17769259309448493
881071.SH,工业金属,0.13301174203065513,600361.SH,-0.04719101123595504,-0.07061545682646564,-0.18020275326661017
881198.SH,家电零部件,0.2030089655628582,603519.SH,-0.04825949367088622,-0.07168393926139682,-0.2512684592337444
881019.SH,化纤,0.16938954415046226,600527.SH,-0.04867256637168138,-0.07209701196219198,-0.21806211052214364
881198.SH,家电零部件,0.2030089655628582,603578.SH,-0.04881889763779523,-0.07224334322830583,-0.2518278632006534
881291.SH,军工电子,0.22625698324022347,920008.BJ,-0.05322834645669294,-0.07665279204720354,-0.2794853296969164
881291.SH,军工电子,0.22625698324022347,002977.SZ,-0.055124431362055026,-0.07854887695256563,-0.2813814146022785
881019.SH,化纤,0.16938954415046226,000782.SZ,-0.0552380952380952,-0.0786625408286058,-0.22462763938855745
881071.SH,工业金属,0.13301174203065513,002988.SZ,-0.055926115956901,-0.0793505615474116,-0.18893785798755613
881338.SH,通信设备,0.14172776844706525,300563.SZ,-0.062132446944515474,-0.08555689253502607,-0.20386021539158072
881338.SH,通信设备,0.14172776844706525,300913.SZ,-0.06302296599608326,-0.08644741158659386,-0.2047507344431485
881338.SH,通信设备,0.14172776844706525,688159.SH,-0.06571318129107073,-0.08913762688158133,-0.20744094973813598
881338.SH,通信设备,0.14172776844706525,300638.SZ,-0.07259073842302877,-0.09601518401353937,-0.21431850687009402
881094.SH,玻璃玻纤,0.1505384236298246,000012.SZ,-0.07322175732217584,-0.09664620291268644,-0.22376018095200045
881198.SH,家电零部件,0.2030089655628582,920718.BJ,-0.07416413373860176,-0.09758857932911236,-0.27717309930145995
881071.SH,工业金属,0.13301174203065513,601020.SH,-0.07538726333907064,-0.09881170892958124,-0.20839900536972578
881338.SH,通信设备,0.14172776844706525,002313.SZ,-0.08115419296663662,-0.10457863855714722,-0.22288196141370187
881338.SH,通信设备,0.14172776844706525,603341.SH,-0.08130434782608698,-0.10472879341659758,-0.22303211627315223
881071.SH,工业金属,0.13301174203065513,002114.SZ,-0.08178844056706647,-0.10521288615757707,-0.2148001825977216
881338.SH,通信设备,0.14172776844706525,301307.SZ,-0.0987750847015898,-0.1221995302921004,-0.24050285314865505
881338.SH,通信设备,0.14172776844706525,603421.SH,-0.10611735330836447,-0.12954179889887507,-0.24784512175542972
881198.SH,家电零部件,0.2030089655628582,002860.SZ,-0.12313432835820892,-0.14655877394871952,-0.3261432939210671
881338.SH,通信设备,0.14172776844706525,000070.SZ,-0.12388059701492538,-0.14730504260543598,-0.2656083654619906
881198.SH,家电零部件,0.2030089655628582,603677.SH,-0.12596153846153846,-0.14938598405204906,-0.32897050402439665
881338.SH,通信设备,0.14172776844706525,000063.SZ,-0.12609699769053107,-0.14952144328104167,-0.2678247661375963
881078.SH,能源金属,0.11692979983084295,002667.SZ,-0.14500326583932077,-0.16842771142983137,-0.2619330656701637
881115.SH,林业,0.23253007522327507,002679.SZ,-0.14720812182741116,-0.17063256741792177,-0.37973819705068623
881115.SH,林业,0.23253007522327507,000663.SZ,-0.15753424657534243,-0.18095869216585303,-0.3900643217986175
881338.SH,通信设备,0.14172776844706525,002369.SZ,-0.18121442125237175,-0.20463886684288235,-0.322942189699437
881198.SH,家电零部件,0.2030089655628582,603657.SH,-0.18356164383561646,-0.20698608942612706,-0.38657060939847465
