feature,value
"low__fft_coefficient__attr_""angle""__coeff_10",139.78916898638582
"low__fft_coefficient__attr_""angle""__coeff_11",-169.7146070872407
"low__fft_coefficient__attr_""angle""__coeff_12",137.62651763722107
"low__fft_coefficient__attr_""angle""__coeff_13",123.34783829878684
"low__fft_coefficient__attr_""angle""__coeff_14",104.66446787495131
"low__fft_coefficient__attr_""angle""__coeff_15",81.802282134829
"low__fft_coefficient__attr_""angle""__coeff_16",95.48980367435169
"low__fft_coefficient__attr_""angle""__coeff_17",-138.91271140652168
"low__fft_coefficient__attr_""angle""__coeff_18",-58.39732405087459
"low__fft_coefficient__attr_""angle""__coeff_19",-50.752510640006605
"low__fft_coefficient__attr_""angle""__coeff_20",51.722253411469275
"low__fft_coefficient__attr_""angle""__coeff_21",110.85175721667616
"low__fft_coefficient__attr_""angle""__coeff_22",91.85888162001552
"low__fft_coefficient__attr_""angle""__coeff_23",113.74906933876927
"low__fft_coefficient__attr_""angle""__coeff_24",121.25338102554332
"low__fft_coefficient__attr_""angle""__coeff_25",110.84206303088139
"low__fft_coefficient__attr_""angle""__coeff_26",74.51409438770553
"low__fft_coefficient__attr_""angle""__coeff_27",66.39945148106634
"low__fft_coefficient__attr_""angle""__coeff_28",85.38506373294626
"low__fft_coefficient__attr_""angle""__coeff_29",172.34964987152205
"low__fft_coefficient__attr_""angle""__coeff_30",-174.80799898066402
"low__fft_coefficient__attr_""angle""__coeff_31",-170.09881991422583
"low__fft_coefficient__attr_""angle""__coeff_32",-176.8138998852481
"low__fft_coefficient__attr_""angle""__coeff_33",119.90735166111966
"low__fft_coefficient__attr_""angle""__coeff_34",127.88090413294489
"low__fft_coefficient__attr_""angle""__coeff_35",118.83835917781617
"low__fft_coefficient__attr_""angle""__coeff_36",112.11692791785936
"low__fft_coefficient__attr_""angle""__coeff_37",103.58203423712614
"low__fft_coefficient__attr_""angle""__coeff_38",114.40992458182367
"low__fft_coefficient__attr_""angle""__coeff_39",108.09670707450584
"low__fft_coefficient__attr_""angle""__coeff_40",122.66476060893554
"low__fft_coefficient__attr_""angle""__coeff_41",60.779275085019655
"low__fft_coefficient__attr_""angle""__coeff_42",45.162271698577605
"low__fft_coefficient__attr_""angle""__coeff_43",-130.3016904740716
"low__fft_coefficient__attr_""angle""__coeff_44",139.40226730617923
"low__fft_coefficient__attr_""angle""__coeff_45",178.640370268523
"low__fft_coefficient__attr_""angle""__coeff_46",111.02088000761891
"low__fft_coefficient__attr_""angle""__coeff_47",111.87229463435649
"low__fft_coefficient__attr_""angle""__coeff_48",134.50725723982873
"low__fft_coefficient__attr_""angle""__coeff_49",-163.59724114081953
"low__fft_coefficient__attr_""angle""__coeff_50",-128.45571260103628
"low__fft_coefficient__attr_""angle""__coeff_51",162.39517021003383
"low__fft_coefficient__attr_""angle""__coeff_52",160.7367469439459
"low__fft_coefficient__attr_""angle""__coeff_53",160.50839696673737
"low__fft_coefficient__attr_""angle""__coeff_54",113.99272216935408
"low__fft_coefficient__attr_""angle""__coeff_55",108.20709673957275
"low__fft_coefficient__attr_""angle""__coeff_56",106.08701475000066
"low__fft_coefficient__attr_""angle""__coeff_57",90.44635532572366
"low__fft_coefficient__attr_""angle""__coeff_58",82.82427446833033
"low__fft_coefficient__attr_""angle""__coeff_59",153.67168634993445
"low__fft_coefficient__attr_""angle""__coeff_60",160.51787787476172
"low__fft_coefficient__attr_""angle""__coeff_61",155.50285773351993
"low__fft_coefficient__attr_""angle""__coeff_62",-160.80013238787922
"low__fft_coefficient__attr_""angle""__coeff_63",94.19831369294383
"low__fft_coefficient__attr_""angle""__coeff_64",143.97712454308194
"low__fft_coefficient__attr_""angle""__coeff_65",152.24361200340726
"low__fft_coefficient__attr_""angle""__coeff_66",150.1200089170754
"low__fft_coefficient__attr_""angle""__coeff_67",177.3261113709339
"low__fft_coefficient__attr_""angle""__coeff_68",145.79205795378377
"low__fft_coefficient__attr_""angle""__coeff_69",-157.02156279717232
"low__fft_coefficient__attr_""angle""__coeff_70",-160.52774312016018
"low__fft_coefficient__attr_""angle""__coeff_71",172.17978383638567
"low__fft_coefficient__attr_""angle""__coeff_72",161.2679669386449
"low__fft_coefficient__attr_""angle""__coeff_73",150.53411928693413
"low__fft_coefficient__attr_""angle""__coeff_74",105.25100960342058
"low__fft_coefficient__attr_""angle""__coeff_75",133.4125936600828
"low__fft_coefficient__attr_""angle""__coeff_76",136.8487791212378
"low__fft_coefficient__attr_""angle""__coeff_77",-175.69273399839253
"low__fft_coefficient__attr_""angle""__coeff_78",-168.0664069563511
"low__fft_coefficient__attr_""angle""__coeff_79",157.33783761588842
"low__fft_coefficient__attr_""angle""__coeff_80",153.12381666395507
"low__fft_coefficient__attr_""angle""__coeff_81",169.02975018892673
"low__fft_coefficient__attr_""angle""__coeff_82",139.33439048775375
"low__fft_coefficient__attr_""angle""__coeff_83",172.63753788936367
"low__fft_coefficient__attr_""angle""__coeff_84",149.85313094269506
"low__fft_coefficient__attr_""angle""__coeff_85",154.06376828052476
"low__fft_coefficient__attr_""angle""__coeff_86",177.27638260092056
"low__fft_coefficient__attr_""angle""__coeff_87",143.98184110049507
"low__fft_coefficient__attr_""angle""__coeff_88",0.0
"low__fft_coefficient__attr_""angle""__coeff_89",0.0
"low__fft_coefficient__attr_""angle""__coeff_90",0.0
"low__fft_coefficient__attr_""angle""__coeff_91",0.0
"low__fft_coefficient__attr_""angle""__coeff_92",0.0
"low__fft_coefficient__attr_""angle""__coeff_93",0.0
"low__fft_coefficient__attr_""angle""__coeff_94",0.0
"low__fft_coefficient__attr_""angle""__coeff_95",0.0
"low__fft_coefficient__attr_""angle""__coeff_96",0.0
"low__fft_coefficient__attr_""angle""__coeff_97",0.0
"low__fft_coefficient__attr_""angle""__coeff_98",0.0
"low__fft_coefficient__attr_""angle""__coeff_99",0.0
"low__fft_aggregated__aggtype_""centroid""",6.068016092780177
"low__fft_aggregated__aggtype_""variance""",241.0724596838731
"low__fft_aggregated__aggtype_""skew""",3.2105181677033574
"low__fft_aggregated__aggtype_""kurtosis""",13.173212052958837
low__value_count__value_0,0.0
low__value_count__value_1,0.0
low__value_count__value_-1,0.0
low__range_count__max_1__min_-1,0.0
low__range_count__max_0__min_-1000000000000.0,0.0
low__range_count__max_1000000000000.0__min_0,175.0
low__approximate_entropy__m_2__r_0.1,0.6608915820213386
low__approximate_entropy__m_2__r_0.3,0.4967658138541182
low__approximate_entropy__m_2__r_0.5,0.3015164007971174
low__approximate_entropy__m_2__r_0.7,0.1963348024460998
low__approximate_entropy__m_2__r_0.9,0.12723765989959468
low__friedrich_coefficients__coeff_0__m_3__r_30,-0.00037462531496000394
low__friedrich_coefficients__coeff_1__m_3__r_30,0.06568134647619271
low__friedrich_coefficients__coeff_2__m_3__r_30,-3.812780810534257
low__friedrich_coefficients__coeff_3__m_3__r_30,73.39454250346152
low__max_langevin_fixed_point__m_3__r_30,68.50697605863203
"low__linear_trend__attr_""pvalue""",0.0012593600494733318
"low__linear_trend__attr_""rvalue""",0.24189601441960826
"low__linear_trend__attr_""intercept""",52.83652987012987
"low__linear_trend__attr_""slope""",0.034074697716077025
"low__linear_trend__attr_""stderr""",0.010391715637121228
"low__agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""max""",0.16730714643351838
"low__agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""min""",0.2888542636799264
"low__agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""mean""",0.249516705951947
"low__agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""var""",-0.3442634632597284
"low__agg_linear_trend__attr_""rvalue""__chunk_len_10__f_agg_""max""",0.19887924058371784
"low__agg_linear_trend__attr_""rvalue""__chunk_len_10__f_agg_""min""",0.4036087602562526
"low__agg_linear_trend__attr_""rvalue""__chunk_len_10__f_agg_""mean""",0.3258131419894628
"low__agg_linear_trend__attr_""rvalue""__chunk_len_10__f_agg_""var""",-0.17823446323652245
"low__agg_linear_trend__attr_""rvalue""__chunk_len_50__f_agg_""max""",0.34731613069729955
"low__agg_linear_trend__attr_""rvalue""__chunk_len_50__f_agg_""min""",0.7005703066455284
"low__agg_linear_trend__attr_""rvalue""__chunk_len_50__f_agg_""mean""",0.5109922907004175
"low__agg_linear_trend__attr_""rvalue""__chunk_len_50__f_agg_""var""",-0.4351138216263023
"low__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""max""",55.79419047619048
"low__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""min""",50.53071428571428
"low__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""mean""",52.90926666666667
"low__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""var""",6.059472038095239
"low__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""max""",57.38134502923977
"low__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""min""",48.599005847953215
"low__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""mean""",52.510321637426905
"low__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""var""",9.3294295380117
"low__agg_linear_trend__attr_""intercept""__chunk_len_50__f_agg_""max""",62.159
"low__agg_linear_trend__attr_""intercept""__chunk_len_50__f_agg_""min""",43.653999999999996
"low__agg_linear_trend__attr_""intercept""__chunk_len_50__f_agg_""mean""",52.866600000000005
"low__agg_linear_trend__attr_""intercept""__chunk_len_50__f_agg_""var""",32.06579916800001
"low__agg_linear_trend__attr_""slope""__chunk_len_5__f_agg_""max""",0.11891316526610647
"low__agg_linear_trend__attr_""slope""__chunk_len_5__f_agg_""min""",0.19800840336134456
"low__agg_linear_trend__attr_""slope""__chunk_len_5__f_agg_""mean""",0.17010364145658255
"low__agg_linear_trend__attr_""slope""__chunk_len_5__f_agg_""var""",-0.16621510140056028
"low__agg_linear_trend__attr_""slope""__chunk_len_10__f_agg_""max""",0.29363261093911247
"low__agg_linear_trend__attr_""slope""__chunk_len_10__f_agg_""min""",0.5151496388028897
"low__agg_linear_trend__attr_""slope""__chunk_len_10__f_agg_""mean""",0.43189680082559356
"low__agg_linear_trend__attr_""slope""__chunk_len_10__f_agg_""var""",-0.26814113519091887
"low__agg_linear_trend__attr_""slope""__chunk_len_50__f_agg_""max""",2.1489999999999982
"low__agg_linear_trend__attr_""slope""__chunk_len_50__f_agg_""min""",3.8040000000000007
"low__agg_linear_trend__attr_""slope""__chunk_len_50__f_agg_""mean""",2.9268
"low__agg_linear_trend__attr_""slope""__chunk_len_50__f_agg_""var""",-7.240648712000005
"low__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""max""",0.12198135923526816
"low__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""min""",0.11424286374247601
"low__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""mean""",0.11492077882401479
"low__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""var""",0.07890953137923985
"low__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""max""",0.36173585302362116
"low__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""min""",0.2919452994824087
"low__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""mean""",0.3133160904899688
"low__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""var""",0.37008509335724493
"low__agg_linear_trend__attr_""stderr""__chunk_len_50__f_agg_""max""",4.102821833811458
"low__agg_linear_trend__attr_""stderr""__chunk_len_50__f_agg_""min""",2.7397978027584444
"low__agg_linear_trend__attr_""stderr""__chunk_len_50__f_agg_""mean""",3.481390001709089
"low__agg_linear_trend__attr_""stderr""__chunk_len_50__f_agg_""var""",10.59456789879015
"low__augmented_dickey_fuller__attr_""teststat""__autolag_""AIC""",-1.9420395057284228
"low__augmented_dickey_fuller__attr_""pvalue""__autolag_""AIC""",0.31255001701935803
"low__augmented_dickey_fuller__attr_""usedlag""__autolag_""AIC""",11.0
low__number_crossing_m__m_0,0.0
low__number_crossing_m__m_-1,0.0
low__number_crossing_m__m_1,0.0
low__energy_ratio_by_chunks__num_segments_10__segment_focus_0,0.07326276019477197
low__energy_ratio_by_chunks__num_segments_10__segment_focus_1,0.11683985637353088
low__energy_ratio_by_chunks__num_segments_10__segment_focus_2,0.1152182024533383
low__energy_ratio_by_chunks__num_segments_10__segment_focus_3,0.10404073607181272
low__energy_ratio_by_chunks__num_segments_10__segment_focus_4,0.10485517229886904
low__energy_ratio_by_chunks__num_segments_10__segment_focus_5,0.08939757144963978
low__energy_ratio_by_chunks__num_segments_10__segment_focus_6,0.07525639289311047
low__energy_ratio_by_chunks__num_segments_10__segment_focus_7,0.0704910120124339
low__energy_ratio_by_chunks__num_segments_10__segment_focus_8,0.09978392974454867
low__energy_ratio_by_chunks__num_segments_10__segment_focus_9,0.15085436650794418
low__ratio_beyond_r_sigma__r_0.5,0.5942857142857143
low__ratio_beyond_r_sigma__r_1,0.34285714285714286
low__ratio_beyond_r_sigma__r_1.5,0.15428571428571428
low__ratio_beyond_r_sigma__r_2,0.04
low__ratio_beyond_r_sigma__r_2.5,0.022857142857142857
low__ratio_beyond_r_sigma__r_3,0.0
low__ratio_beyond_r_sigma__r_5,0.0
low__ratio_beyond_r_sigma__r_6,0.0
low__ratio_beyond_r_sigma__r_7,0.0
low__ratio_beyond_r_sigma__r_10,0.0
low__count_above__t_0,1.0
low__count_below__t_0,0.0
low__lempel_ziv_complexity__bins_2,0.16
low__lempel_ziv_complexity__bins_3,0.2057142857142857
low__lempel_ziv_complexity__bins_5,0.28
low__lempel_ziv_complexity__bins_10,0.37714285714285717
low__lempel_ziv_complexity__bins_100,0.6857142857142857
low__fourier_entropy__bins_2,0.06217765171742484
low__fourier_entropy__bins_3,0.12422468404864209
low__fourier_entropy__bins_5,0.12422468404864209
low__fourier_entropy__bins_10,0.23216743420595382
low__fourier_entropy__bins_100,0.7133579771327146
low__permutation_entropy__dimension_3__tau_1,1.7038585797320085
low__permutation_entropy__dimension_4__tau_1,2.893077557064749
low__permutation_entropy__dimension_5__tau_1,3.965250942406084
low__permutation_entropy__dimension_6__tau_1,4.609175726100791
low__permutation_entropy__dimension_7__tau_1,4.933028509793621
low__query_similarity_count__query_None__threshold_0.0,0.0
low__mean_n_absolute_max__number_of_maxima_7,73.51571428571428
open__variance_larger_than_standard_deviation,1.0
open__has_duplicate_max,0.0
open__has_duplicate_min,0.0
open__has_duplicate,1.0
open__sum_values,9958.09
open__abs_energy,576559.8383000001
open__mean_abs_change,1.5137931034482757
open__mean_change,0.14160919540229885
open__mean_second_derivative_central,-0.004277456647398856
open__median,56.86
open__mean,56.90337142857143
open__length,175.0
open__standard_deviation,7.525554297898079
open__variation_coefficient,0.13225146610767363
open__variance,56.63396749061225
open__skewness,0.6236124528093407
open__kurtosis,0.09913626794136876
open__root_mean_square,57.39884709145796
open__absolute_sum_of_changes,263.4
open__longest_strike_below_mean,49.0
open__longest_strike_above_mean,27.0
open__count_above_mean,87.0
open__count_below_mean,88.0
open__last_location_of_maximum,0.9657142857142857
open__first_location_of_maximum,0.96
open__last_location_of_minimum,0.040000000000000036
open__first_location_of_minimum,0.03428571428571429
open__percentage_of_reoccurring_values_to_all_values,0.04216867469879518
open__percentage_of_reoccurring_datapoints_to_all_datapoints,0.09142857142857143
open__sum_of_reoccurring_values,395.63
open__sum_of_reoccurring_data_points,908.04
open__ratio_value_number_to_time_series_length,0.9485714285714286
open__sample_entropy,0.6074767357189467
open__maximum,79.29
open__absolute_maximum,79.29
open__minimum,43.55
open__benford_correlation,-0.2558668363156043
open__time_reversal_asymmetry_statistic__lag_1,1975.8720908323694
open__time_reversal_asymmetry_statistic__lag_2,4148.779256064327
open__time_reversal_asymmetry_statistic__lag_3,6796.586575147929
open__c3__lag_1,193393.19076316187
open__c3__lag_2,192441.80183017545
open__c3__lag_3,191265.9519179941
open__cid_ce__normalize_True,3.7798874658516257
open__cid_ce__normalize_False,28.44574836421078
open__symmetry_looking__r_0.0,0.0
open__symmetry_looking__r_0.05,1.0
open__symmetry_looking__r_0.1,1.0
open__symmetry_looking__r_0.15000000000000002,1.0
open__symmetry_looking__r_0.2,1.0
open__symmetry_looking__r_0.25,1.0
open__symmetry_looking__r_0.30000000000000004,1.0
open__symmetry_looking__r_0.35000000000000003,1.0
open__symmetry_looking__r_0.4,1.0
open__symmetry_looking__r_0.45,1.0
open__symmetry_looking__r_0.5,1.0
open__symmetry_looking__r_0.55,1.0
open__symmetry_looking__r_0.6000000000000001,1.0
open__symmetry_looking__r_0.65,1.0
open__symmetry_looking__r_0.7000000000000001,1.0
open__symmetry_looking__r_0.75,1.0
open__symmetry_looking__r_0.8,1.0
open__symmetry_looking__r_0.8500000000000001,1.0
open__symmetry_looking__r_0.9,1.0
open__symmetry_looking__r_0.9500000000000001,1.0
open__large_standard_deviation__r_0.05,1.0
open__large_standard_deviation__r_0.1,1.0
open__large_standard_deviation__r_0.15000000000000002,1.0
open__large_standard_deviation__r_0.2,1.0
open__large_standard_deviation__r_0.25,0.0
open__large_standard_deviation__r_0.30000000000000004,0.0
open__large_standard_deviation__r_0.35000000000000003,0.0
open__large_standard_deviation__r_0.4,0.0
open__large_standard_deviation__r_0.45,0.0
open__large_standard_deviation__r_0.5,0.0
open__large_standard_deviation__r_0.55,0.0
open__large_standard_deviation__r_0.6000000000000001,0.0
open__large_standard_deviation__r_0.65,0.0
open__large_standard_deviation__r_0.7000000000000001,0.0
open__large_standard_deviation__r_0.75,0.0
open__large_standard_deviation__r_0.8,0.0
open__large_standard_deviation__r_0.8500000000000001,0.0
open__large_standard_deviation__r_0.9,0.0
open__large_standard_deviation__r_0.9500000000000001,0.0
open__quantile__q_0.1,47.79
open__quantile__q_0.2,50.062000000000005
open__quantile__q_0.3,51.83
open__quantile__q_0.4,54.804
open__quantile__q_0.6,57.972
open__quantile__q_0.7,59.016000000000005
open__quantile__q_0.8,62.64
open__quantile__q_0.9,67.992
open__autocorrelation__lag_0,1.0
open__autocorrelation__lag_1,0.9492805444053867
open__autocorrelation__lag_2,0.9038273274306521
open__autocorrelation__lag_3,0.854273610435301
open__autocorrelation__lag_4,0.7987069246141048
open__autocorrelation__lag_5,0.737230317429502
open__autocorrelation__lag_6,0.6761277611081816
open__autocorrelation__lag_7,0.6102957672490475
open__autocorrelation__lag_8,0.5384712949542367
open__autocorrelation__lag_9,0.49002788717804996
"open__agg_autocorrelation__f_agg_""mean""__maxlag_40",0.08586618977542831
"open__agg_autocorrelation__f_agg_""median""__maxlag_40",-0.023191679222226827
"open__agg_autocorrelation__f_agg_""var""__maxlag_40",0.17883234881024404
open__partial_autocorrelation__lag_0,1.0
open__partial_autocorrelation__lag_1,0.9492805444053863
open__partial_autocorrelation__lag_2,0.02724660891731033
open__partial_autocorrelation__lag_3,-0.06275301630306343
open__partial_autocorrelation__lag_4,-0.09180255087856824
open__partial_autocorrelation__lag_5,-0.0966391679650846
open__partial_autocorrelation__lag_6,-0.03447467505285834
open__partial_autocorrelation__lag_7,-0.07732126401731908
open__partial_autocorrelation__lag_8,-0.10221192019355299
open__partial_autocorrelation__lag_9,0.19599131722372853
open__number_cwt_peaks__n_1,23.0
open__number_cwt_peaks__n_5,17.0
open__number_peaks__n_1,45.0
open__number_peaks__n_3,16.0
open__number_peaks__n_5,12.0
open__number_peaks__n_10,3.0
open__number_peaks__n_50,0.0
open__binned_entropy__max_bins_10,2.059475523082927
open__index_mass_quantile__q_0.1,0.12
open__index_mass_quantile__q_0.2,0.21142857142857144
open__index_mass_quantile__q_0.3,0.3028571428571429
open__index_mass_quantile__q_0.4,0.4
open__index_mass_quantile__q_0.6,0.6057142857142858
open__index_mass_quantile__q_0.7,0.7142857142857143
open__index_mass_quantile__q_0.8,0.8342857142857143
open__index_mass_quantile__q_0.9,0.9257142857142857
"open__cwt_coefficients__coeff_0__w_2__widths_(2, 5, 10, 20)",-0.32739936399375325
"open__cwt_coefficients__coeff_0__w_5__widths_(2, 5, 10, 20)",-3.409489609720198
"open__cwt_coefficients__coeff_0__w_10__widths_(2, 5, 10, 20)",-23.08859871945897
"open__cwt_coefficients__coeff_0__w_20__widths_(2, 5, 10, 20)",-31.39425874713317
"open__cwt_coefficients__coeff_1__w_2__widths_(2, 5, 10, 20)",24.614283972163204
"open__cwt_coefficients__coeff_1__w_5__widths_(2, 5, 10, 20)",12.468828660441437
"open__cwt_coefficients__coeff_1__w_10__widths_(2, 5, 10, 20)",-11.784927959471432
"open__cwt_coefficients__coeff_1__w_20__widths_(2, 5, 10, 20)",-20.862072083794235
"open__cwt_coefficients__coeff_2__w_2__widths_(2, 5, 10, 20)",34.56822373335615
"open__cwt_coefficients__coeff_2__w_5__widths_(2, 5, 10, 20)",26.227936877269062
"open__cwt_coefficients__coeff_2__w_10__widths_(2, 5, 10, 20)",-1.092387319567043
"open__cwt_coefficients__coeff_2__w_20__widths_(2, 5, 10, 20)",-10.182234705957041
"open__cwt_coefficients__coeff_3__w_2__widths_(2, 5, 10, 20)",28.037594767572635
"open__cwt_coefficients__coeff_3__w_5__widths_(2, 5, 10, 20)",36.534039362386004
"open__cwt_coefficients__coeff_3__w_10__widths_(2, 5, 10, 20)",9.812265372685445
"open__cwt_coefficients__coeff_3__w_20__widths_(2, 5, 10, 20)",0.011631023788849951
"open__cwt_coefficients__coeff_4__w_2__widths_(2, 5, 10, 20)",14.563809942932199
"open__cwt_coefficients__coeff_4__w_5__widths_(2, 5, 10, 20)",42.057710588747675
"open__cwt_coefficients__coeff_4__w_10__widths_(2, 5, 10, 20)",19.642609890767815
"open__cwt_coefficients__coeff_4__w_20__widths_(2, 5, 10, 20)",10.876795843161664
"open__cwt_coefficients__coeff_5__w_2__widths_(2, 5, 10, 20)",3.1350249955480463
"open__cwt_coefficients__coeff_5__w_5__widths_(2, 5, 10, 20)",43.00078779947546
"open__cwt_coefficients__coeff_5__w_10__widths_(2, 5, 10, 20)",29.125893893153506
"open__cwt_coefficients__coeff_5__w_20__widths_(2, 5, 10, 20)",21.48810947816125
"open__cwt_coefficients__coeff_6__w_2__widths_(2, 5, 10, 20)",-2.6535714441111042
"open__cwt_coefficients__coeff_6__w_5__widths_(2, 5, 10, 20)",40.03377506476467
"open__cwt_coefficients__coeff_6__w_10__widths_(2, 5, 10, 20)",37.5992786779577
"open__cwt_coefficients__coeff_6__w_20__widths_(2, 5, 10, 20)",32.01223466546528
"open__cwt_coefficients__coeff_7__w_2__widths_(2, 5, 10, 20)",-3.1488450800540293
"open__cwt_coefficients__coeff_7__w_5__widths_(2, 5, 10, 20)",34.15684068366414
"open__cwt_coefficients__coeff_7__w_10__widths_(2, 5, 10, 20)",44.753318321642595
"open__cwt_coefficients__coeff_7__w_20__widths_(2, 5, 10, 20)",42.383336810262456
"open__cwt_coefficients__coeff_8__w_2__widths_(2, 5, 10, 20)",-1.1131341293935078
"open__cwt_coefficients__coeff_8__w_5__widths_(2, 5, 10, 20)",26.60590625984104
"open__cwt_coefficients__coeff_8__w_10__widths_(2, 5, 10, 20)",51.13036332994853
"open__cwt_coefficients__coeff_8__w_20__widths_(2, 5, 10, 20)",52.07336588375646
"open__cwt_coefficients__coeff_9__w_2__widths_(2, 5, 10, 20)",0.04251116661075455
"open__cwt_coefficients__coeff_9__w_5__widths_(2, 5, 10, 20)",18.495168553078884
"open__cwt_coefficients__coeff_9__w_10__widths_(2, 5, 10, 20)",56.10945864876729
"open__cwt_coefficients__coeff_9__w_20__widths_(2, 5, 10, 20)",61.90881906735912
"open__cwt_coefficients__coeff_10__w_2__widths_(2, 5, 10, 20)",-0.6381295827706905
"open__cwt_coefficients__coeff_10__w_5__widths_(2, 5, 10, 20)",11.122758262764915
"open__cwt_coefficients__coeff_10__w_10__widths_(2, 5, 10, 20)",60.173356699324756
"open__cwt_coefficients__coeff_10__w_20__widths_(2, 5, 10, 20)",71.19197268965742
"open__cwt_coefficients__coeff_11__w_2__widths_(2, 5, 10, 20)",-1.0260251728126197
"open__cwt_coefficients__coeff_11__w_5__widths_(2, 5, 10, 20)",4.970703671321329
"open__cwt_coefficients__coeff_11__w_10__widths_(2, 5, 10, 20)",63.00943807557634
"open__cwt_coefficients__coeff_11__w_20__widths_(2, 5, 10, 20)",80.0680083418517
"open__cwt_coefficients__coeff_12__w_2__widths_(2, 5, 10, 20)",0.3573224892788544
"open__cwt_coefficients__coeff_12__w_5__widths_(2, 5, 10, 20)",0.53907105430744
"open__cwt_coefficients__coeff_12__w_10__widths_(2, 5, 10, 20)",65.13475793799026
"open__cwt_coefficients__coeff_12__w_20__widths_(2, 5, 10, 20)",88.44301800242269
"open__cwt_coefficients__coeff_13__w_2__widths_(2, 5, 10, 20)",1.6294978650102607
"open__cwt_coefficients__coeff_13__w_5__widths_(2, 5, 10, 20)",-1.9064320427180306
"open__cwt_coefficients__coeff_13__w_10__widths_(2, 5, 10, 20)",66.24691053961504
"open__cwt_coefficients__coeff_13__w_20__widths_(2, 5, 10, 20)",96.16181983780687
"open__cwt_coefficients__coeff_14__w_2__widths_(2, 5, 10, 20)",-0.007118930319975125
"open__cwt_coefficients__coeff_14__w_5__widths_(2, 5, 10, 20)",-2.3236679509654143
"open__cwt_coefficients__coeff_14__w_10__widths_(2, 5, 10, 20)",66.71716154995822
"open__cwt_coefficients__coeff_14__w_20__widths_(2, 5, 10, 20)",103.46665317401944
open__spkt_welch_density__coeff_2,504.15894061939764
open__spkt_welch_density__coeff_5,15.219816549886243
open__spkt_welch_density__coeff_8,44.46429031189927
open__ar_coefficient__coeff_0__k_10,2.6720181017242672
open__ar_coefficient__coeff_1__k_10,0.9142379262060752
open__ar_coefficient__coeff_2__k_10,0.11068221638554203
open__ar_coefficient__coeff_3__k_10,0.019824471295616323
open__ar_coefficient__coeff_4__k_10,-0.025743341372654948
open__ar_coefficient__coeff_5__k_10,-0.11927612779679198
open__ar_coefficient__coeff_6__k_10,0.07040539815499072
open__ar_coefficient__coeff_7__k_10,0.12166885459822045
open__ar_coefficient__coeff_8__k_10,-0.32180773767734605
open__ar_coefficient__coeff_9__k_10,0.26322585053544895
open__ar_coefficient__coeff_10__k_10,-0.07811106192376513
"open__change_quantiles__f_agg_""mean""__isabs_False__qh_0.2__ql_0.0",0.013103448275862158
"open__change_quantiles__f_agg_""var""__isabs_False__qh_0.2__ql_0.0",2.108435196195004
"open__change_quantiles__f_agg_""mean""__isabs_True__qh_0.2__ql_0.0",1.009655172413793
"open__change_quantiles__f_agg_""var""__isabs_True__qh_0.2__ql_0.0",1.0892033293697958
"open__change_quantiles__f_agg_""mean""__isabs_False__qh_0.4__ql_0.0",0.09215384615384618
"open__change_quantiles__f_agg_""var""__isabs_False__qh_0.4__ql_0.0",2.7986045917159745
"open__change_quantiles__f_agg_""mean""__isabs_True__qh_0.4__ql_0.0",1.1475384615384612
"open__change_quantiles__f_agg_""var""__isabs_True__qh_0.4__ql_0.0",1.490252402366863
"open__change_quantiles__f_agg_""mean""__isabs_False__qh_0.6__ql_0.0",0.11147368421052635
"open__change_quantiles__f_agg_""var""__isabs_False__qh_0.6__ql_0.0",2.670606249307478
"open__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.0",1.1512631578947368
"open__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.0",1.357625772853185
"open__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.0",0.15724637681159417
"open__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.0",3.145432997269481
"open__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.0",1.2684057971014495
"open__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.0",1.5613061541692919
"open__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.0",0.14160919540229885
