feature,value
high__has_duplicate_max,0.0
high__has_duplicate_min,0.0
high__has_duplicate,1.0
high__sum_values,10199.7
high__abs_energy,605032.3267999999
high__mean_abs_change,1.3745402298850575
high__mean_change,0.14867816091954023
high__mean_second_derivative_central,0.002774566473988442
high__median,58.17
high__mean,58.284000000000006
high__length,175.0
high__standard_deviation,7.7654958447149856
high__variation_coefficient,0.13323546504555256
high__variance,60.302925714285706
high__skewness,0.6683922228021889
high__kurtosis,0.1611722721186375
high__root_mean_square,58.79904405442562
high__absolute_sum_of_changes,239.17000000000002
high__longest_strike_below_mean,51.0
high__longest_strike_above_mean,28.0
high__count_above_mean,83.0
high__count_below_mean,92.0
high__last_location_of_maximum,0.96
high__first_location_of_maximum,0.9542857142857143
high__last_location_of_minimum,0.03428571428571425
high__first_location_of_minimum,0.02857142857142857
high__percentage_of_reoccurring_values_to_all_values,0.03571428571428571
high__percentage_of_reoccurring_datapoints_to_all_datapoints,0.07428571428571429
high__sum_of_reoccurring_values,352.42
high__sum_of_reoccurring_data_points,756.6
high__ratio_value_number_to_time_series_length,0.96
high__sample_entropy,0.5780015090696474
high__maximum,81.78
high__absolute_maximum,81.78
high__minimum,44.27
high__benford_correlation,-0.293247789302196
high__time_reversal_asymmetry_statistic__lag_1,2214.658343757225
high__time_reversal_asymmetry_statistic__lag_2,4419.065135187132
high__time_reversal_asymmetry_statistic__lag_3,7199.586755213017
high__c3__lag_1,207951.1079675607
high__c3__lag_2,206955.4180633099
high__c3__lag_3,205789.99587248522
high__cid_ce__normalize_True,3.2536172708511795
high__cid_ce__normalize_False,25.265951397087747
high__symmetry_looking__r_0.0,0.0
high__symmetry_looking__r_0.05,1.0
high__symmetry_looking__r_0.1,1.0
high__symmetry_looking__r_0.15000000000000002,1.0
high__symmetry_looking__r_0.2,1.0
high__symmetry_looking__r_0.25,1.0
high__symmetry_looking__r_0.30000000000000004,1.0
high__symmetry_looking__r_0.35000000000000003,1.0
high__symmetry_looking__r_0.4,1.0
high__symmetry_looking__r_0.45,1.0
high__symmetry_looking__r_0.5,1.0
high__symmetry_looking__r_0.55,1.0
high__symmetry_looking__r_0.6000000000000001,1.0
high__symmetry_looking__r_0.65,1.0
high__symmetry_looking__r_0.7000000000000001,1.0
high__symmetry_looking__r_0.75,1.0
high__symmetry_looking__r_0.8,1.0
high__symmetry_looking__r_0.8500000000000001,1.0
high__symmetry_looking__r_0.9,1.0
high__symmetry_looking__r_0.9500000000000001,1.0
high__large_standard_deviation__r_0.05,1.0
high__large_standard_deviation__r_0.1,1.0
high__large_standard_deviation__r_0.15000000000000002,1.0
high__large_standard_deviation__r_0.2,1.0
high__large_standard_deviation__r_0.25,0.0
high__large_standard_deviation__r_0.30000000000000004,0.0
high__large_standard_deviation__r_0.35000000000000003,0.0
high__large_standard_deviation__r_0.4,0.0
high__large_standard_deviation__r_0.45,0.0
high__large_standard_deviation__r_0.5,0.0
high__large_standard_deviation__r_0.55,0.0
high__large_standard_deviation__r_0.6000000000000001,0.0
high__large_standard_deviation__r_0.65,0.0
high__large_standard_deviation__r_0.7000000000000001,0.0
high__large_standard_deviation__r_0.75,0.0
high__large_standard_deviation__r_0.8,0.0
high__large_standard_deviation__r_0.8500000000000001,0.0
high__large_standard_deviation__r_0.9,0.0
high__large_standard_deviation__r_0.9500000000000001,0.0
high__quantile__q_0.1,49.7
high__quantile__q_0.2,51.254
high__quantile__q_0.3,52.858
high__quantile__q_0.4,56.326
high__quantile__q_0.6,59.208
high__quantile__q_0.7,60.629999999999995
high__quantile__q_0.8,64.15000000000002
high__quantile__q_0.9,70.088
high__autocorrelation__lag_0,1.0
high__autocorrelation__lag_1,0.9591188160036817
high__autocorrelation__lag_2,0.9089092039709785
high__autocorrelation__lag_3,0.8611219460598127
high__autocorrelation__lag_4,0.8091152772141794
high__autocorrelation__lag_5,0.751733310831069
high__autocorrelation__lag_6,0.6916397603388061
high__autocorrelation__lag_7,0.6329325346482438
high__autocorrelation__lag_8,0.577024363332376
high__autocorrelation__lag_9,0.5256025702162466
"high__agg_autocorrelation__f_agg_""mean""__maxlag_40",0.10049316270547914
"high__agg_autocorrelation__f_agg_""median""__maxlag_40",-0.0017931170946273974
"high__agg_autocorrelation__f_agg_""var""__maxlag_40",0.18299481977579055
high__partial_autocorrelation__lag_0,1.0
high__partial_autocorrelation__lag_1,0.9591188160036813
high__partial_autocorrelation__lag_2,-0.13733985027677836
high__partial_autocorrelation__lag_3,0.017421430439752843
high__partial_autocorrelation__lag_4,-0.08785572830882885
high__partial_autocorrelation__lag_5,-0.0829868381495894
high__partial_autocorrelation__lag_6,-0.058670827754570075
high__partial_autocorrelation__lag_7,-0.01370621761528983
high__partial_autocorrelation__lag_8,-0.0009132252723103691
high__partial_autocorrelation__lag_9,0.022853941411969326
high__number_cwt_peaks__n_1,21.0
high__number_cwt_peaks__n_5,15.0
high__number_peaks__n_1,40.0
high__number_peaks__n_3,15.0
high__number_peaks__n_5,11.0
high__number_peaks__n_10,5.0
high__number_peaks__n_50,0.0
high__binned_entropy__max_bins_10,2.049103006652828
high__index_mass_quantile__q_0.1,0.11428571428571428
high__index_mass_quantile__q_0.2,0.2057142857142857
high__index_mass_quantile__q_0.3,0.3028571428571429
high__index_mass_quantile__q_0.4,0.4
high__index_mass_quantile__q_0.6,0.6057142857142858
high__index_mass_quantile__q_0.7,0.72
high__index_mass_quantile__q_0.8,0.8342857142857143
high__index_mass_quantile__q_0.9,0.9257142857142857
"high__cwt_coefficients__coeff_0__w_2__widths_(2, 5, 10, 20)",0.46074249268915185
"high__cwt_coefficients__coeff_0__w_5__widths_(2, 5, 10, 20)",-4.607065564296266
"high__cwt_coefficients__coeff_0__w_10__widths_(2, 5, 10, 20)",-24.292282554000924
"high__cwt_coefficients__coeff_0__w_20__widths_(2, 5, 10, 20)",-30.555206720325252
"high__cwt_coefficients__coeff_1__w_2__widths_(2, 5, 10, 20)",26.016606087575703
"high__cwt_coefficients__coeff_1__w_5__widths_(2, 5, 10, 20)",11.462756355188075
"high__cwt_coefficients__coeff_1__w_10__widths_(2, 5, 10, 20)",-12.47131571990036
"high__cwt_coefficients__coeff_1__w_20__widths_(2, 5, 10, 20)",-19.532103430322707
"high__cwt_coefficients__coeff_2__w_2__widths_(2, 5, 10, 20)",35.489590380272475
"high__cwt_coefficients__coeff_2__w_5__widths_(2, 5, 10, 20)",25.46433194171019
"high__cwt_coefficients__coeff_2__w_10__widths_(2, 5, 10, 20)",-1.181673656998952
"high__cwt_coefficients__coeff_2__w_20__widths_(2, 5, 10, 20)",-8.324153418082156
"high__cwt_coefficients__coeff_3__w_2__widths_(2, 5, 10, 20)",27.64440370727645
"high__cwt_coefficients__coeff_3__w_5__widths_(2, 5, 10, 20)",36.07288727451664
"high__cwt_coefficients__coeff_3__w_10__widths_(2, 5, 10, 20)",10.311012325180629
"high__cwt_coefficients__coeff_3__w_20__widths_(2, 5, 10, 20)",2.3229100710985113
"high__cwt_coefficients__coeff_4__w_2__widths_(2, 5, 10, 20)",13.003203392196378
"high__cwt_coefficients__coeff_4__w_5__widths_(2, 5, 10, 20)",41.97863243889443
"high__cwt_coefficients__coeff_4__w_10__widths_(2, 5, 10, 20)",20.768007541372896
"high__cwt_coefficients__coeff_4__w_20__widths_(2, 5, 10, 20)",13.573505888648628
"high__cwt_coefficients__coeff_5__w_2__widths_(2, 5, 10, 20)",1.4712649644181592
"high__cwt_coefficients__coeff_5__w_5__widths_(2, 5, 10, 20)",43.42928191624275
"high__cwt_coefficients__coeff_5__w_10__widths_(2, 5, 10, 20)",30.806906723911666
"high__cwt_coefficients__coeff_5__w_20__widths_(2, 5, 10, 20)",24.68291547848643
"high__cwt_coefficients__coeff_6__w_2__widths_(2, 5, 10, 20)",-3.338044240799953
"high__cwt_coefficients__coeff_6__w_5__widths_(2, 5, 10, 20)",41.01261711374668
"high__cwt_coefficients__coeff_6__w_10__widths_(2, 5, 10, 20)",39.86353750757258
"high__cwt_coefficients__coeff_6__w_20__widths_(2, 5, 10, 20)",35.70237331068913
"high__cwt_coefficients__coeff_7__w_2__widths_(2, 5, 10, 20)",-2.7599035602149016
"high__cwt_coefficients__coeff_7__w_5__widths_(2, 5, 10, 20)",35.68734469788674
"high__cwt_coefficients__coeff_7__w_10__widths_(2, 5, 10, 20)",47.57243659496547
"high__cwt_coefficients__coeff_7__w_20__widths_(2, 5, 10, 20)",46.54982346769203
"high__cwt_coefficients__coeff_8__w_2__widths_(2, 5, 10, 20)",-0.3999398282971724
"high__cwt_coefficients__coeff_8__w_5__widths_(2, 5, 10, 20)",28.671630797480713
"high__cwt_coefficients__coeff_8__w_10__widths_(2, 5, 10, 20)",54.35936800880223
"high__cwt_coefficients__coeff_8__w_20__widths_(2, 5, 10, 20)",56.56474922491474
"high__cwt_coefficients__coeff_9__w_2__widths_(2, 5, 10, 20)",0.7762971165931863
"high__cwt_coefficients__coeff_9__w_5__widths_(2, 5, 10, 20)",20.95974032880577
"high__cwt_coefficients__coeff_9__w_10__widths_(2, 5, 10, 20)",59.78082611782157
"high__cwt_coefficients__coeff_9__w_20__widths_(2, 5, 10, 20)",66.72353986130489
"high__cwt_coefficients__coeff_10__w_2__widths_(2, 5, 10, 20)",0.7221436096040561
"high__cwt_coefficients__coeff_10__w_5__widths_(2, 5, 10, 20)",13.772798983347744
"high__cwt_coefficients__coeff_10__w_10__widths_(2, 5, 10, 20)",64.0999307072555
"high__cwt_coefficients__coeff_10__w_20__widths_(2, 5, 10, 20)",76.39615100911547
"high__cwt_coefficients__coeff_11__w_2__widths_(2, 5, 10, 20)",1.1617413929093394
"high__cwt_coefficients__coeff_11__w_5__widths_(2, 5, 10, 20)",7.619017592319267
"high__cwt_coefficients__coeff_11__w_10__widths_(2, 5, 10, 20)",67.24690431852038
"high__cwt_coefficients__coeff_11__w_20__widths_(2, 5, 10, 20)",85.6509688669892
"high__cwt_coefficients__coeff_12__w_2__widths_(2, 5, 10, 20)",2.1950552472881713
"high__cwt_coefficients__coeff_12__w_5__widths_(2, 5, 10, 20)",2.968218423215278
"high__cwt_coefficients__coeff_12__w_10__widths_(2, 5, 10, 20)",69.51897726176328
"high__cwt_coefficients__coeff_12__w_20__widths_(2, 5, 10, 20)",94.37650113279082
"high__cwt_coefficients__coeff_13__w_2__widths_(2, 5, 10, 20)",1.7353611999073062
"high__cwt_coefficients__coeff_13__w_5__widths_(2, 5, 10, 20)",0.1617395237617373
"high__cwt_coefficients__coeff_13__w_10__widths_(2, 5, 10, 20)",70.68665637214235
"high__cwt_coefficients__coeff_13__w_20__widths_(2, 5, 10, 20)",102.1992675693179
"high__cwt_coefficients__coeff_14__w_2__widths_(2, 5, 10, 20)",-1.5110241903978927
"high__cwt_coefficients__coeff_14__w_5__widths_(2, 5, 10, 20)",-0.6146295755792377
"high__cwt_coefficients__coeff_14__w_10__widths_(2, 5, 10, 20)",71.16610912986074
"high__cwt_coefficients__coeff_14__w_20__widths_(2, 5, 10, 20)",109.70228343065477
high__spkt_welch_density__coeff_2,573.1988326143965
high__spkt_welch_density__coeff_5,7.378872701017237
high__spkt_welch_density__coeff_8,36.49823416779161
high__ar_coefficient__coeff_0__k_10,2.438869566559204
high__ar_coefficient__coeff_1__k_10,1.1090179874154542
high__ar_coefficient__coeff_2__k_10,-0.16121135969577338
high__ar_coefficient__coeff_3__k_10,0.1100077278176673
high__ar_coefficient__coeff_4__k_10,-0.08936942824781445
high__ar_coefficient__coeff_5__k_10,-0.00898493700311
high__ar_coefficient__coeff_6__k_10,-0.0481653042600407
high__ar_coefficient__coeff_7__k_10,0.006391405083468171
high__ar_coefficient__coeff_8__k_10,0.14501300104294926
high__ar_coefficient__coeff_9__k_10,-0.021097292152190764
high__ar_coefficient__coeff_10__k_10,-0.08165657145587313
"high__change_quantiles__f_agg_""mean""__isabs_False__qh_0.2__ql_0.0",-0.07379310344827564
"high__change_quantiles__f_agg_""var""__isabs_False__qh_0.2__ql_0.0",1.99474768133175
"high__change_quantiles__f_agg_""mean""__isabs_True__qh_0.2__ql_0.0",1.1096551724137935
"high__change_quantiles__f_agg_""var""__isabs_True__qh_0.2__ql_0.0",0.7688585017835919
"high__change_quantiles__f_agg_""mean""__isabs_False__qh_0.4__ql_0.0",0.1495384615384615
"high__change_quantiles__f_agg_""var""__isabs_False__qh_0.4__ql_0.0",2.4046720946745554
"high__change_quantiles__f_agg_""mean""__isabs_True__qh_0.4__ql_0.0",1.161846153846154
"high__change_quantiles__f_agg_""var""__isabs_True__qh_0.4__ql_0.0",1.0771473609467455
"high__change_quantiles__f_agg_""mean""__isabs_False__qh_0.6__ql_0.0",0.1034736842105263
"high__change_quantiles__f_agg_""var""__isabs_False__qh_0.6__ql_0.0",2.3838731966759
"high__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.0",1.1420000000000001
"high__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.0",1.0904159999999998
"high__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.0",0.1287591240875913
"high__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.0",2.4462663434386487
"high__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.0",1.1667153284671534
"high__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.0",1.1016205977942353
"high__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.0",0.14867816091954023
"high__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.0",3.646678137798918
"high__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.0",1.3745402298850575
"high__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.0",1.779422489760868
"high__change_quantiles__f_agg_""mean""__isabs_False__qh_0.4__ql_0.2",0.09879999999999967
"high__change_quantiles__f_agg_""var""__isabs_False__qh_0.4__ql_0.2",1.621122559999999
"high__change_quantiles__f_agg_""mean""__isabs_True__qh_0.4__ql_0.2",0.9163999999999995
"high__change_quantiles__f_agg_""var""__isabs_True__qh_0.4__ql_0.2",0.7910950399999999
"high__change_quantiles__f_agg_""mean""__isabs_False__qh_0.6__ql_0.2",0.04690909090909075
"high__change_quantiles__f_agg_""var""__isabs_False__qh_0.6__ql_0.2",2.006890446280991
"high__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.2",1.0159999999999998
"high__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.2",0.976834909090909
"high__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.2",0.10711340206185567
"high__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.2",2.260946306727601
"high__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.2",1.1054639175257732
"high__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.2",1.0503691146774365
"high__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.2",0.13895522388059695
"high__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.2",3.8716108487413696
"high__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.2",1.3922388059701494
"high__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.2",1.9525905101358896
"high__change_quantiles__f_agg_""mean""__isabs_False__qh_0.6__ql_0.4",-0.22761904761904767
"high__change_quantiles__f_agg_""var""__isabs_False__qh_0.6__ql_0.4",0.6244086167800461
"high__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.4",0.6076190476190478
"high__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.4",0.30701814058956967
"high__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.4",0.048095238095238226
"high__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.4",1.96792970521542
"high__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.4",1.0176190476190479
"high__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.4",0.9346943310657599
"high__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.4",0.11259999999999998
"high__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.4",4.238159240000003
"high__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.4",1.4344
"high__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.4",2.193334640000002
"high__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.6",-0.0433333333333333
"high__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.6",1.3370055555555567
"high__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.6",0.8708333333333339
"high__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.6",0.5805326388888888
"high__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.6",0.22949999999999993
"high__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.6",4.777251416666671
"high__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.6",1.5608333333333335
"high__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.6",2.393720972222226
"high__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.8",0.18562499999999993
"high__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.8",5.533593359375005
"high__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.8",1.7512499999999998
"high__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.8",2.501173437500006
"high__fft_coefficient__attr_""real""__coeff_0",10199.699999999999
"high__fft_coefficient__attr_""real""__coeff_1",289.27837583507255
"high__fft_coefficient__attr_""real""__coeff_2",220.56052671717282
"high__fft_coefficient__attr_""real""__coeff_3",-154.67079635250542
"high__fft_coefficient__attr_""real""__coeff_4",-132.2824038475099
"high__fft_coefficient__attr_""real""__coeff_5",-99.63283975641245
"high__fft_coefficient__attr_""real""__coeff_6",-123.019711799053
"high__fft_coefficient__attr_""real""__coeff_7",-30.457436623631075
"high__fft_coefficient__attr_""real""__coeff_8",82.36375411593451
"high__fft_coefficient__attr_""real""__coeff_9",57.10711390293672
"high__fft_coefficient__attr_""real""__coeff_10",-61.759342716779884
"high__fft_coefficient__attr_""real""__coeff_11",-64.42731135210846
"high__fft_coefficient__attr_""real""__coeff_12",-108.36268743123692
"high__fft_coefficient__attr_""real""__coeff_13",-50.74582282525656
"high__fft_coefficient__attr_""real""__coeff_14",-23.125707161813207
"high__fft_coefficient__attr_""real""__coeff_15",3.05541471551256
"high__fft_coefficient__attr_""real""__coeff_16",-15.487880582785543
"high__fft_coefficient__attr_""real""__coeff_17",9.634262669015945
"high__fft_coefficient__attr_""real""__coeff_18",48.58010992625428
"high__fft_coefficient__attr_""real""__coeff_19",21.498012661520423
"high__fft_coefficient__attr_""real""__coeff_20",19.782659616521855
"high__fft_coefficient__attr_""real""__coeff_21",-29.46652163884605
"high__fft_coefficient__attr_""real""__coeff_22",-5.687641074840938
"high__fft_coefficient__attr_""real""__coeff_23",-14.666595130905396
"high__fft_coefficient__attr_""real""__coeff_24",-4.738071018029178
"high__fft_coefficient__attr_""real""__coeff_25",-6.856938615849318
"high__fft_coefficient__attr_""real""__coeff_26",17.05244520949238
"high__fft_coefficient__attr_""real""__coeff_27",2.5260342385237022
"high__fft_coefficient__attr_""real""__coeff_28",-6.851228587161337
"high__fft_coefficient__attr_""real""__coeff_29",-31.23175377274608
"high__fft_coefficient__attr_""real""__coeff_30",-35.127207777424324
"high__fft_coefficient__attr_""real""__coeff_31",-38.61735134662162
"high__fft_coefficient__attr_""real""__coeff_32",-19.107113587771643
"high__fft_coefficient__attr_""real""__coeff_33",-13.708934364453292
"high__fft_coefficient__attr_""real""__coeff_34",-34.1814886862773
"high__fft_coefficient__attr_""real""__coeff_35",-5.14505024998698
"high__fft_coefficient__attr_""real""__coeff_36",-7.9821781384490915
"high__fft_coefficient__attr_""real""__coeff_37",-29.383764219415546
"high__fft_coefficient__attr_""real""__coeff_38",-32.04432425652342
"high__fft_coefficient__attr_""real""__coeff_39",-19.37537022342995
"high__fft_coefficient__attr_""real""__coeff_40",-32.28128105036456
"high__fft_coefficient__attr_""real""__coeff_41",7.117058523677194
"high__fft_coefficient__attr_""real""__coeff_42",21.581150890843546
"high__fft_coefficient__attr_""real""__coeff_43",2.28584751486778
"high__fft_coefficient__attr_""real""__coeff_44",-10.858975616488014
"high__fft_coefficient__attr_""real""__coeff_45",-17.612882829686924
"high__fft_coefficient__attr_""real""__coeff_46",-21.953827583751586
"high__fft_coefficient__attr_""real""__coeff_47",-4.975799278194553
"high__fft_coefficient__attr_""real""__coeff_48",-11.777241371008325
"high__fft_coefficient__attr_""real""__coeff_49",-31.189347605066178
"high__fft_coefficient__attr_""real""__coeff_50",-12.652659046126239
"high__fft_coefficient__attr_""real""__coeff_51",-22.270201112772593
"high__fft_coefficient__attr_""real""__coeff_52",-12.796943491089866
"high__fft_coefficient__attr_""real""__coeff_53",-10.15140609181577
"high__fft_coefficient__attr_""real""__coeff_54",-4.440167960429973
"high__fft_coefficient__attr_""real""__coeff_55",-12.706754421773638
"high__fft_coefficient__attr_""real""__coeff_56",-19.371696016573516
"high__fft_coefficient__attr_""real""__coeff_57",-12.332432198523492
"high__fft_coefficient__attr_""real""__coeff_58",-17.195470662820323
"high__fft_coefficient__attr_""real""__coeff_59",-21.5027349202744
"high__fft_coefficient__attr_""real""__coeff_60",-23.3154286417441
"high__fft_coefficient__attr_""real""__coeff_61",-19.70825448764463
"high__fft_coefficient__attr_""real""__coeff_62",-3.692279261542515
"high__fft_coefficient__attr_""real""__coeff_63",12.097996189993259
"high__fft_coefficient__attr_""real""__coeff_64",4.02439730008663
"high__fft_coefficient__attr_""real""__coeff_65",-17.133256956207994
"high__fft_coefficient__attr_""real""__coeff_66",-15.915128472103644
"high__fft_coefficient__attr_""real""__coeff_67",-8.868470515010527
"high__fft_coefficient__attr_""real""__coeff_68",-13.97761915403482
"high__fft_coefficient__attr_""real""__coeff_69",-14.102318903668154
"high__fft_coefficient__attr_""real""__coeff_70",-3.154949750012065
"high__fft_coefficient__attr_""real""__coeff_71",-15.680488281049486
"high__fft_coefficient__attr_""real""__coeff_72",-14.604164281972679
"high__fft_coefficient__attr_""real""__coeff_73",-1.2804510885473785
"high__fft_coefficient__attr_""real""__coeff_74",-8.67589250445961
"high__fft_coefficient__attr_""real""__coeff_75",-10.20540233802444
"high__fft_coefficient__attr_""real""__coeff_76",-19.785718117133666
"high__fft_coefficient__attr_""real""__coeff_77",-20.656901393174394
"high__fft_coefficient__attr_""real""__coeff_78",-29.051687826684933
"high__fft_coefficient__attr_""real""__coeff_79",-20.83445420743586
"high__fft_coefficient__attr_""real""__coeff_80",-8.384121849392686
"high__fft_coefficient__attr_""real""__coeff_81",-0.2796437009992516
"high__fft_coefficient__attr_""real""__coeff_82",-7.37726492203382
"high__fft_coefficient__attr_""real""__coeff_83",-14.533600616123064
"high__fft_coefficient__attr_""real""__coeff_84",-25.110308054570716
"high__fft_coefficient__attr_""real""__coeff_85",-7.969958332247827
"high__fft_coefficient__attr_""real""__coeff_86",0.04427075184401863
"high__fft_coefficient__attr_""real""__coeff_87",-6.553372728865144
"high__fft_coefficient__attr_""real""__coeff_88",0.0
"high__fft_coefficient__attr_""real""__coeff_89",0.0
"high__fft_coefficient__attr_""real""__coeff_90",0.0
"high__fft_coefficient__attr_""real""__coeff_91",0.0
"high__fft_coefficient__attr_""real""__coeff_92",0.0
"high__fft_coefficient__attr_""real""__coeff_93",0.0
"high__fft_coefficient__attr_""real""__coeff_94",0.0
"high__fft_coefficient__attr_""real""__coeff_95",0.0
"high__fft_coefficient__attr_""real""__coeff_96",0.0
"high__fft_coefficient__attr_""real""__coeff_97",0.0
"high__fft_coefficient__attr_""real""__coeff_98",0.0
"high__fft_coefficient__attr_""real""__coeff_99",0.0
"high__fft_coefficient__attr_""imag""__coeff_0",0.0
"high__fft_coefficient__attr_""imag""__coeff_1",-288.1682841953198
"high__fft_coefficient__attr_""imag""__coeff_2",281.48135393352845
"high__fft_coefficient__attr_""imag""__coeff_3",396.18167905204785
"high__fft_coefficient__attr_""imag""__coeff_4",358.4601531869721
"high__fft_coefficient__attr_""imag""__coeff_5",243.83805051240793
"high__fft_coefficient__attr_""imag""__coeff_6",156.30517066655455
"high__fft_coefficient__attr_""imag""__coeff_7",221.3572992218141
"high__fft_coefficient__attr_""imag""__coeff_8",149.1260092515005
"high__fft_coefficient__attr_""imag""__coeff_9",67.09239621337038
"high__fft_coefficient__attr_""imag""__coeff_10",48.827096811998715
"high__fft_coefficient__attr_""imag""__coeff_11",4.689072539762909
"high__fft_coefficient__attr_""imag""__coeff_12",104.83532116449722
"high__fft_coefficient__attr_""imag""__coeff_13",76.47447803723284
"high__fft_coefficient__attr_""imag""__coeff_14",70.3022843101104
"high__fft_coefficient__attr_""imag""__coeff_15",37.50868884733616
"high__fft_coefficient__attr_""imag""__coeff_16",67.34621681978346
"high__fft_coefficient__attr_""imag""__coeff_17",-16.15424206973162
"high__fft_coefficient__attr_""imag""__coeff_18",-33.428864035964956
"high__fft_coefficient__attr_""imag""__coeff_19",-5.70082788612126
"high__fft_coefficient__attr_""imag""__coeff_20",21.00808937813704
"high__fft_coefficient__attr_""imag""__coeff_21",26.058626627198578
"high__fft_coefficient__attr_""imag""__coeff_22",58.1063822967501
"high__fft_coefficient__attr_""imag""__coeff_23",24.48664171457298
"high__fft_coefficient__attr_""imag""__coeff_24",32.3332036314928
"high__fft_coefficient__attr_""imag""__coeff_25",54.93780680711144
"high__fft_coefficient__attr_""imag""__coeff_26",54.70930731791924
"high__fft_coefficient__attr_""imag""__coeff_27",22.754644786124164
"high__fft_coefficient__attr_""imag""__coeff_28",18.534960033297516
"high__fft_coefficient__attr_""imag""__coeff_29",16.644749982442544
"high__fft_coefficient__attr_""imag""__coeff_30",-4.271604497230811
"high__fft_coefficient__attr_""imag""__coeff_31",0.05948710836932314
"high__fft_coefficient__attr_""imag""__coeff_32",21.969293517668444
"high__fft_coefficient__attr_""imag""__coeff_33",36.18850887224452
"high__fft_coefficient__attr_""imag""__coeff_34",33.64629851079117
"high__fft_coefficient__attr_""imag""__coeff_35",17.070127348596525
"high__fft_coefficient__attr_""imag""__coeff_36",2.354736813621418
"high__fft_coefficient__attr_""imag""__coeff_37",17.045114738801722
"high__fft_coefficient__attr_""imag""__coeff_38",30.944281827302188
"high__fft_coefficient__attr_""imag""__coeff_39",21.186312822778547
"high__fft_coefficient__attr_""imag""__coeff_40",26.34754889258275
"high__fft_coefficient__attr_""imag""__coeff_41",36.579116433673974
"high__fft_coefficient__attr_""imag""__coeff_42",18.52578863046582
"high__fft_coefficient__attr_""imag""__coeff_43",8.372604921624475
"high__fft_coefficient__attr_""imag""__coeff_44",26.21984094889216
"high__fft_coefficient__attr_""imag""__coeff_45",-8.660954726525983
"high__fft_coefficient__attr_""imag""__coeff_46",27.76769646603164
"high__fft_coefficient__attr_""imag""__coeff_47",14.600370605873447
"high__fft_coefficient__attr_""imag""__coeff_48",8.584522703556544
"high__fft_coefficient__attr_""imag""__coeff_49",-11.975574353089002
"high__fft_coefficient__attr_""imag""__coeff_50",1.6023322561029936
"high__fft_coefficient__attr_""imag""__coeff_51",21.577812497970974
"high__fft_coefficient__attr_""imag""__coeff_52",7.912825143965527
"high__fft_coefficient__attr_""imag""__coeff_53",-1.4476781575202473
"high__fft_coefficient__attr_""imag""__coeff_54",2.675838789400104
"high__fft_coefficient__attr_""imag""__coeff_55",17.24038741879118
"high__fft_coefficient__attr_""imag""__coeff_56",30.31245334899451
"high__fft_coefficient__attr_""imag""__coeff_57",25.70735265373842
