date,holdings_count,weekly_return,year
2024-09-19,1,-0.17127799736495386,2024
2024-09-26,1,0.09452837893017563,2024
2024-10-10,1,0.2621646623496763,2024
2024-10-17,1,0.07386018237082048,2024
2024-10-24,1,0.11601562499999996,2024
2024-10-31,1,-0.029878869448183076,2024
2024-11-07,1,-0.006813020439061401,2024
2024-11-14,1,0.018614270941054833,2024
2024-11-21,1,-0.12301587301587302,2024
2024-11-28,1,0.07184923439340385,2024
2024-12-05,1,0.2179930795847751,2024
2024-12-12,1,0.05689277899343548,2024
2024-12-19,1,-0.04487179487179482,2024
2024-12-26,1,0.4638860630722279,2024
2025-01-03,1,-0.23783783783783785,2025
2025-01-10,1,0.044477390659747984,2025
2025-01-17,1,-0.06818181818181812,2025
2025-01-24,1,0.0,2025
2025-02-10,1,-0.0640306875184421,2025
2025-02-17,1,0.08628318584070804,2025
2025-02-24,1,0.004870436920749066,2025
2025-03-03,1,0.025743589743589812,2025
2025-03-10,1,-0.04628736740597883,2025
2025-03-17,1,-0.1025272487723079,2025
2025-03-24,1,-0.12632653061224486,2025
2025-03-31,1,-0.15359741309620034,2025
2025-04-08,1,0.23092236230922358,2025
2025-04-15,1,-0.13837209302325582,2025
2025-04-22,1,-0.1483622350674374,2025
2025-04-29,1,0.004929844520288107,2025
2025-05-09,1,0.02112029384756653,2025
2025-05-16,1,-0.038561364479050786,2025
2025-05-23,1,0.07879088206144691,2025
2025-05-30,1,-0.08088531187122738,2025
2025-06-09,1,0.10662080825451414,2025
2025-06-16,1,-0.1351351351351351,2025
2025-06-23,1,-0.028909952606635203,2025
2025-06-30,1,0.29271028037383173,2025
2025-07-07,1,-0.08440476190476198,2025
2025-07-14,1,0.08204995470428367,2025
2025-07-21,1,-0.018455228981544836,2025
2025-07-28,1,-0.08650286098956583,2025
2025-08-04,1,-0.01912391781883971,2025
2025-08-11,1,0.10219835542876332,2025
2025-08-18,1,-0.028850655430711636,2025
2025-08-25,1,0.11801822855807442,2025
2025-09-01,1,-0.14885098887020576,2025
2025-09-08,1,0.0730223123732252,2025
2025-09-15,1,0.03307001619155092,2025
2025-09-22,1,0.1120733571064696,2025
2025-09-29,1,-0.11778992106860942,2025
2025-10-14,1,-0.015068493150684814,2025
2025-10-21,1,0.017758985200845734,2025
2025-10-28,1,0.03749999999999987,2025
2025-11-04,1,-0.001166861143523934,2025
2025-11-11,1,0.30819672131147535,2025
2025-11-18,1,-0.19047619047619058,2025
2025-11-25,1,0.14501510574018117,2025
2025-12-02,1,0.0151878497202238,2025
2025-12-09,1,0.23211314475873546,2025
2025-12-16,1,-0.16015625,2025
2025-12-23,1,0.20124610591900316,2025
2025-12-30,1,0.10010319917440658,2025
