strategy,trades,zero_friction_ret,gross_pnl,total_stamp,total_transfer,net_pnl,net_ret,win_rate,profit_factor,friction_loss_pp
tsfresh_with_ma_p60,162,2.321640000000003,232164.00000000026,14498.858000000002,577.63268,217087.50932000024,2.1708750932000025,0.5370370370370371,1.4442139905097204,15.076490680000054
MA5_baseline,155,1.0372699999999988,103726.9999999999,11581.2015,462.21079000000003,91683.5877099999,0.916835877099999,0.33548387096774196,1.214578877033004,12.043412289999978
MA5_AND_with_ma_p60,38,0.44039000000000017,44039.000000000015,2533.7565000000004,100.90987000000001,41404.33363000002,0.41404333630000023,0.3684210526315789,1.479858349223645,2.634666369999994
tsfresh_basic_p60,155,0.44214,44213.99999999999,9904.714500000002,395.74644,33913.539059999996,0.3391353906,0.5225806451612903,1.1352916877036767,10.30046094
